gaokao_rank,word,phonetic,translation,priority,local_corpus_count,local_corpus_rank,frq_rank,bnc_rank,collins,oxford,tags,exchange,definition
449,stage,steidʒ,"n. 阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架；vt. 上演, 表演, 筹划；vi. 适于上演, 乘驿车旅行",A,3,675,829,482,5,1,gk cet4 cet6 ky ielts,s:stages/d:staged/p:staged/i:staging/3:stages,n. a large platform on which people can stand and can be seen by an audience n. the theater as a profession (usually `the stage') n. a section or portion of a journey or course n. any scene regarded as a setting for exhibiting or doing something
450,ten,ten,"num. 十, 十个",A,3,644,838,469,5,,zk gk,,n. the cardinal number that is the sum of nine and one; the base of the decimal system s. being one more than nine
451,discuss,dis'kʌs,"vt. 讨论, 论述；[医] 讨论, 辩论",A,3,816,847,661,4,1,zk gk,d:discussed/i:discussing/p:discussed/3:discusses,n an athletic competition in which a disk-shaped object is thrown as far as possible n a disk used in throwing competitions v to consider or examine in speech or writing v speak with others about (something); talk (something) over in detail; have a discussion
452,truth,tru:θ,"n. 事实, 实情；[法] 真实, 真相, 事实",A,3,826,850,1152,4,1,zk gk cet4 cet6 ky toefl,s:truths,n. a fact that has been verified n. conformity to reality or actuality n. a true statement n. United States abolitionist and feminist who was freed from slavery and became a leading advocate of the abolition of slavery and for the rights of women (1797-1883)
453,example,ig'zæmpl,"n. 例子, 样本, 实例；[化] 实例",A,3,833,852,511,5,1,zk gk ielts,s:examples,n. an item of information that is typical of a class or group n. punishment intended as a warning to others
454,hang,hæŋ,"n. 悬挂, 诀窍, 意义；vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决；vi. 悬着, 垂下, 被绞死, 悬而不决",A,3,688,867,1069,4,1,zk gk cet4 cet6 ky toefl ielts,i:hanging/p:hung/d:hung/3:hangs,n. the way a garment hangs n. a gymnastic exercise performed on the rings or horizontal bar or parallel bars when the gymnast's weight is supported by the arms v. be suspended or hanging v. cause to be hanging or suspended
455,forget,fә'get,"vt. 忘记, 忽略, 忘；vi. 忘记",A,3,641,872,813,4,1,zk gk,d:forgotten/p:forgot/i:forgetting/3:forgets,v. dismiss from the mind; stop remembering v. be unable to remember v. forget to do something v. leave behind unintentionally
456,science,'saiәns,"n. 科学, 学科, 学问, 自然科学；[医] 科学",A,3,840,889,794,4,1,zk gk ielts,s:sciences,n. a particular branch of scientific knowledge
457,green,gri:n,"n. 绿色, 绿色颜料；a. 绿色的, 未成熟的, 新鲜的, 青春的, 无经验的, 脸色发青的",A,3,665,890,985,5,1,zk gk ielts gre,s:greens/r:greener/t:greenest,n. green color or pigment; resembling the color of growing grass n. United States labor leader who was president of the American Federation of Labor from 1924 to 1952 and who led the struggle with the Congress of Industrial Organizations (1873-1952) n. an environmentalist who belongs to the Green Party n. a river that rises in western Wyoming and flows southward through Utah to become a tributary of the Colorado River
458,cell,sel,"n. 单元, 细胞, 电池；[计] 单元",A,3,812,895,769,4,1,gk cet4 cet6 ky toefl,s:cells,n. any small compartment n. (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals n. a device that delivers an electric current as the result of a chemical reaction n. a small unit serving as part of or as the nucleus of a larger political movement
459,imagine,i'mædʒin,"vt. 想像, 设想, 猜测；vi. 想像起来",A,3,844,909,1197,4,1,zk gk cet4 cet6 ky toefl,d:imagined/p:imagined/i:imagining/3:imagines,v. form a mental image of something that is not present or that is not the case
460,ball,bɒ:l,"n. 球, 舞会, 球状物；v. 捏成球形",A,3,809,912,1121,4,1,zk gk,s:balls/p:balled/i:balling/3:balls/d:balled,n. round object that is hit or thrown or kicked in games n. an object with a spherical shape n. the people assembled at a lavish formal dance n. a spherical object used as a plaything
461,style,stail,"n. 风格, 时尚, 文体, 风度, 字体, 类型；vt. 称呼, (根据新款式)设计, 使合潮流；n. 风格, 样式；[计] 风格, 样式",A,3,676,968,790,4,1,gk cet4 cet6 ky ielts,s:styles/d:styled/p:styled/i:styling/3:styles,n. a particular kind (as to appearance) n. (botany) the narrow elongated part of the pistil between the ovary and the stigma n. editorial directions to be followed in spelling and punctuation and capitalization and typographical display n. a slender bristlelike or tubular process
462,worry,'wʌri,"n. 担心, 烦恼, 忧虑, 苦恼, 撕咬；vt. 使烦恼, 使焦虑, 使苦恼, 困扰, 折磨, 撕咬；vi. 烦恼, 担心, 撕咬",A,3,651,970,1537,4,1,zk gk,s:worries/p:worried/3:worries/i:worrying/d:worried,"n. a strong feeling of anxiety v. be worried, concerned, anxious, troubled, or uneasy v. be concerned with v. disturb the peace of mind of; afflict with mental agitation or distress"
463,tough,tʌf,"n. 恶棍；a. 强硬的, 艰苦的, 坚固的, 坚韧的, 粗暴的, 咬不动的",A,3,836,1012,2160,4,1,gk cet4 cet6 ky toefl ielts,r:tougher/t:toughest/s:toughs,a. not given to gentleness or sentimentality a. physically toughened a. resistant to cutting or chewing
464,agent,'eidʒәnt,"n. 代理商, 政府代表, 动原, 媒介；[计] 代理程序",A,3,743,1020,1214,4,1,gk cet4 ky toefl,s:agents,n. an active and efficient cause; capable of producing a certain effect n. a representative who acts on behalf of other persons or organizations n. a substance that exerts some force or effect n. a businessman who buys or sells for another in exchange for a commission
465,beat,bi:t,"n. 心跳(声), 打, 敲打声, 拍子；v. 打, 拍打, 打败；a. 疲乏的, 颓废的；beat的过去式；[计] 拍; 节拍",A,3,764,1036,1207,5,1,zk gk toefl ielts gre,p:beat/0:beat/1:pd/d:beaten/i:beating/3:beats/s:beats,n. a regular route for a sentry or policeman n. a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations n. the sound of stroke or blow n. a regular rate of repetition
466,shot,ʃɒt,"n. 发射, 炮弹, 射击, 射手, 投篮, 射门, 子弹, 射程, 拍摄, 注射；vt. 装弹, 使成颗粒状；a. 杂色的, 交织着的, 渗透的, 点焊的, 破旧的；shoot的过去式和过去分词",A,3,691,1053,1836,4,1,gk cet4 cet6 ky toefl,0:shoot/1:dp/s:shots,n. a solid missile discharged from a firearm n. a chance to do something n. a person who shoots (usually with respect to their ability to shoot) n. an aggressive remark directed at a person like a missile and intended to have a telling effect
467,safe,seif,"n. 保险箱, 冷藏室；a. 安全的, 可靠的, 平安的, 稳健的, 有把握的",A,3,714,1058,1244,4,1,zk gk cet4 cet6 ky ielts gre,r:safer/t:safest/s:safes,n. strongbox where valuables can be safely kept n. a ventilated or refrigerated cupboard for securing provisions from pests a. free from danger or the risk of harm s. (of an undertaking) secure from risk
468,account,ә'kaunt,"n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目；vi. 报帐, 解释, 导致, 报偿, 占, 杀死；vt. 认为；[计] 帐户, 帐号",A,3,759,1071,498,5,1,gk cet4 ky toefl ielts,s:accounts/d:accounted/i:accounting/3:accounts/p:accounted,n. a formal contractual relationship established to provide for regular banking or brokerage or business services n. importance or value n. a statement of recent transactions and the resulting balance n. the quality of taking advantage
469,rich,ri:tʃ,"a. 富裕的, 富饶的, 浓厚的, 贵重的",A,3,671,1075,1229,4,1,zk gk,r:richer/t:richest,a. possessing material wealth a. having an abundant supply of desirable qualities or substances (especially natural resources) s. of great worth or quality s. very productive
470,admit,әd'mit,"vt. 承认, 接受, 允许进入, 容许；vi. 开向, 容许, 承认",A,3,855,1089,887,4,1,gk cet4 ky toefl,p:admitted/d:admitted/3:admits/i:admitting,"v. declare to be true or admit the existence or reality or truth of v. allow to enter; grant entry to v. allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of v. afford possibility"
471,corner,'kɒ:nә,"n. 角落, 转角, 窘境；vt. 迫至一隅, 垄断, 使陷入绝境；vi. 相交成角, 垄断；[计] 边角",A,3,657,1127,1104,4,1,zk gk,s:corners/d:cornered/p:cornered/i:cornering/3:corners,n. a place off to the side of an area n. the point where two lines meet or intersect n. an interior angle formed by two meeting walls n. the intersection of two streets
472,hurt,hә:t,"n. 伤害, 创伤, 损害；v. 伤害, (使)伤心, 危害, 刺痛",A,3,723,1140,1931,4,1,zk gk cet4 cet6 ky,d:hurt/0:hurt/1:dp/p:hurt/i:hurting/3:hurts/s:hurts,v. give trouble or pain to v. cause damage or affect negatively v. hurt the feelings of v. feel physical pain
473,nine,nain,"num. 九, 九个",A,3,760,1154,737,5,,zk gk,,n. the cardinal number that is the sum of eight and one s. denoting a quantity consisting of one more than eight and one less than ten
474,brain,brein,n. 脑；vt. 打碎脑部,A,3,642,1189,1643,4,1,zk gk cet4 ky toefl,s:brains/i:braining/p:brained/3:brains/d:brained,n. that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord n. mental ability n. the brain of certain animals used as meat v. hit on the head
475,stick,stik,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物；vt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止；vi. 粘住, 停留, 坚持, 陷住, 伸出",A,3,683,1209,1545,3,1,zk gk cet4 cet6 ky toefl ielts,p:stuck/i:sticking/d:stuck/s:sticks/3:sticks,n. an implement consisting of a length of wood n. a small thin branch of a tree n. a lever used by a pilot to control the ailerons and elevators of an airplane n. a rectangular quarter pound block of butter or margarine
476,stone,stәun,"n. 石头, 宝石, 果核, 纪念碑, 结石；vt. 投扔石子, 铺石头；a. 石的, 石制的, 完全的",A,3,700,1220,888,4,1,zk gk cet4 cet6 ky ielts,s:stones/d:stoned/p:stoned/i:stoning/3:stones,n. building material consisting of a piece of rock hewn in a definite shape for a special purpose n. an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds n. the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed n. United States jurist who was named chief justice of the United States Supreme Court in 1941 by Franklin D. Roosevelt (1872-1946)
477,gold,gәuld,"n. 黄金, 钱财, 金块, 金色, 宝贵；a. 金的, 似金的, 金色的, 金制的",A,3,853,1256,1278,4,1,zk gk cet4 ky ielts,s:golds/i:golding,n. coins made of gold n. a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia n. great wealth n. something likened to the metal in brightness or preciousness or superiority etc.
478,willing,'wiliŋ,"a. 乐意的, 自愿的, 甘愿的",A,3,701,1274,2233,4,1,gk cet4 cet6 ky,i:willing/0:willing/1:i,a. disposed or inclined toward
479,coffee,'kɒfi,"n. 咖啡, 咖啡色；[医] 咖啡, 咖啡豆",A,3,708,1388,1403,3,1,zk gk ielts,s:coffees,n. a beverage consisting of an infusion of ground coffee beans n. any of several small trees and shrubs native to the tropical Old World yielding coffee beans
480,background,'bækgraund,"n. 背景, 背景资料；[计] 背景, 后台",A,3,817,1402,1369,3,1,zk gk cet4 ky toefl ielts,s:backgrounds,n. a person's social heritage: previous experience or training n. the part of a scene (or picture) that lies behind objects in the foreground n. information that is essential to understanding a situation or problem n. extraneous signals that can be confused with the phenomenon to be observed or measured
481,wonderful,'wʌndәful,"a. 令人惊奇的, 奇妙的, 极好的",A,3,750,1405,1864,4,1,zk gk cet4 cet6 ky,,s extraordinarily good or great; used especially as intensifiers
482,twice,twais,"adv. 两次, 两倍",A,3,696,1410,1501,5,1,zk gk,,r. two times
483,suit,sju:t. su:t,"n. 套装, 诉讼, 请求, 起诉, 套, 组；vt. 适合, 使适应；vi. 合适, 相称",A,3,766,1411,2119,4,1,gk cet4 cet6 ky toefl ielts,d:suited/3:suits/s:suits/p:suited/i:suiting,n. a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color n. (slang) a businessman dressed in a business suit n. a petition or appeal made to a person of superior status or rank n. playing card in any of four sets of 13 cards in a pack; each set has its own symbol and color
484,medicine,'medisin,"n. 药, 医学, 内科；vt. 给...用药",A,3,719,1473,2476,3,1,zk gk toefl ielts,s:medicines,n. the branches of medical science that deal with nonsurgical techniques n. (medicine) something that treats or prevents or alleviates the symptoms of disease n. the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries
485,fair,fєә,"n. 展览会, 市集, 美好的事物；a. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的；adv. 公平地, 正面地, 有教养地, 清楚地；vi. 转晴",A,3,734,1484,1150,4,1,zk gk cet4 cet6 ky toefl,s:fairs/r:fairer/t:fairest/i:fairing/p:faired/3:fairs/d:faired,n. gathering of producers to promote business n. a competitive exhibition of farm products v. join so that the external surfaces blend smoothly a. free from favoritism or self-interest or bias or deception; conforming with established standards or rules
486,hate,heit,"n. 憎恨, 恨, 厌恶；vt. 憎恨, 憎恶；vi. 仇恨",A,3,761,1526,1839,3,1,zk gk cet4 cet6 ky,p:hated/3:hates/i:hating/d:hated,n. the emotion of intense dislike; a feeling of dislike so strong that it demands action v. dislike intensely; feel antipathy or aversion towards
487,otherwise,'ʌðәwaiz,"adv. 否则, 不同地, 别的方式",A,3,737,1527,1133,4,1,gk cet4 cet6 ky ielts,,s. other than as supposed or expected r. in other respects or ways
